test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
"As a guest, create a call, share link and other join",894.0939729582108,0.0,3,14,failed,6802
Bug new joiner was not publishing on correct SFU,4890.330381653153,0.0,12,120,failed,6802
Create and join a group call,1732.3326086116238,0.0,10,155,failed,6802
Decline a new video call in DM as widget,3116.1505613173586,0.0,10,107,failed,6802
Error when pre-warming the focus are caught by the ErrorBoundary,908.0939729582108,0.0,4,17,pass,6802
Footer interaction in PiP,6106.861779828156,0.0,16,48,failed,6802
Landing page,0.0,0.0,0,0,pass,6802
One to One call using matrix rtc 2.0 aka sticky events,894.0939729582108,0.0,3,15,failed,6802
One to One rejoin after improper leave does not crash EC,894.0939729582108,0.0,3,15,failed,6802
Put call in PIP,4890.330381653153,0.0,12,107,failed,6802
Sharing screen in group call,902.7881553121034,0.0,6,88,failed,6802
Should automatically retry non fatal JWT errors,908.0939729582108,0.0,4,17,pass,6802
Should request JWT token before starting the call,1474.6140520374963,0.0,5,17,pass,6802
Should show error screen if fails to get JWT token,908.0939729582108,0.0,4,17,pass,6802
"Sign up a new account, then login, then logout",1722.961982552809,0.0,5,46,failed,6802
Start a new call as widget,3152.7397189580815,0.0,9,76,failed,6802
Start a new call then leave and show the feedback screen,894.0939729582108,0.0,3,17,failed,6802
Start a new video call in DM as widget,1932.8968989751168,0.0,5,64,failed,6802
Start a new voice call in DM as widget,1932.8968989751168,0.0,5,64,failed,6802
Test federated call with rtc modes compat and compat,4274.9938646399005,0.0,12,119,failed,6802
Test federated call with rtc modes compat and legacy,3860.22163799014,0.0,12,119,failed,6802
Test federated call with rtc modes legacy and compat,902.7881553121034,0.0,4,61,failed,6802
Test federated call with rtc modes legacy and legacy,3860.22163799014,0.0,12,119,failed,6802
Test swapping publisher from https://app.m.localhost/#/welcome to https://app.othersite.m.localhost/#/welcome,4890.330381653153,0.0,12,120,failed,6802
"When creator left, avoid reconnect to the same SFU",894.0939729582108,0.0,3,14,failed,6802
can only interact with header and footer while reconnecting,894.0939729582108,0.0,3,18,failed,6802
has title,0.0,0.0,0,0,pass,6802
