test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
"As a guest, create a call, share link and other join",894.0939729582108,0.0,3,14,failed,6866
Bug new joiner was not publishing on correct SFU,1682.9124049946947,0.0,16,33,failed,6866
Create and join a group call,11564.333837355494,0.0,50,334,failed,6866
Decline a new video call in DM as widget,4591.801867136543,0.0,57,113,failed,6866
Error when pre-warming the focus are caught by the ErrorBoundary,908.0939729582108,0.0,4,17,pass,6866
Footer interaction in PiP,5984.20861329963,0.0,16,48,failed,6866
Landing page,0.0,0.0,0,0,pass,6866
One to One call using matrix rtc 2.0 aka sticky events,894.0939729582108,0.0,3,15,failed,6866
One to One rejoin after improper leave does not crash EC,894.0939729582108,0.0,3,15,failed,6866
Put call in PIP,9797.082174623176,0.0,29,117,pass,6866
Sharing screen in group call,8585.329185884259,0.0,63,178,failed,6866
Should automatically retry non fatal JWT errors,908.0939729582108,0.0,4,17,pass,6866
Should request JWT token before starting the call,1474.6140520374963,0.0,5,17,failed,6866
Should show error screen if call creation is restricted,908.0939729582108,0.0,4,17,pass,6866
Should show error screen if fails to get JWT token,908.0939729582108,0.0,4,17,pass,6866
"Sign up a new account, then login, then logout",1722.961982552809,0.0,5,46,failed,6866
Start a new call as widget,902.7881553121034,0.0,2,31,failed,6866
Start a new call then leave and show the feedback screen,894.0939729582108,0.0,3,17,failed,6866
Start a new video call in DM as widget,4127.498114280416,0.0,88,107,failed,6866
Start a new voice call in DM as widget,2204.629554012839,0.0,76,64,failed,6866
Test federated call with rtc modes compat and compat,8399.902383715556,0.0,111,119,failed,6866
Test federated call with rtc modes compat and legacy,5189.834650868862,0.0,104,119,failed,6866
Test federated call with rtc modes legacy and compat,4883.214364521074,0.0,42,119,failed,6866
Test federated call with rtc modes legacy and legacy,9071.700482291748,0.0,148,119,failed,6866
Test swapping publisher from https://app.m.localhost/#/welcome to https://app.othersite.m.localhost/#/welcome,9388.149367994934,0.0,44,120,failed,6866
"When creator left, avoid reconnect to the same SFU",894.0939729582108,0.0,3,14,failed,6866
can only interact with header and footer while reconnecting,908.0939729582108,0.0,4,18,failed,6866
has title,0.0,0.0,0,0,pass,6866
