test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
"As a guest, create a call, share link and other join",3720.9380221398355,0.0,10,21,failed,7132
Bug new joiner was not publishing on correct SFU,3232.8832340641243,0.0,73,62,failed,7132
"BugFix: When unmuting in lobby, you had to click twice to unmute in call",1861.2616003283651,0.0,8,14,pass,7132
Create and join a group call,1732.3326086116238,0.0,10,155,failed,7132
Decline a new video call in DM as widget,7914.830912449654,0.0,32,113,failed,7132
Error when pre-warming the focus are caught by the ErrorBoundary,908.0939729582108,0.0,4,17,pass,7132
Footer interaction in PiP,1905.8631308080417,0.0,6,31,failed,7132
Landing page,0.0,0.0,0,0,pass,7132
One to One call using matrix rtc 2.0 aka sticky events,894.0939729582108,0.0,3,15,failed,7132
One to One rejoin after improper leave does not crash EC,894.0939729582108,0.0,3,15,failed,7132
Put call in PIP,9909.62267024398,0.0,41,117,pass,7132
Sharing screen in group call,902.7881553121034,0.0,6,88,failed,7132
Should automatically retry non fatal JWT errors,908.0939729582108,0.0,4,17,pass,7132
Should request JWT token before starting the call,1481.578933528233,0.0,5,17,pass,7132
Should show error screen if call creation is restricted,908.0939729582108,0.0,4,17,pass,7132
Should show error screen if fails to get JWT token,908.0939729582108,0.0,4,17,pass,7132
"Sign up a new account, then login, then logout",3175.364241319921,0.0,11,82,pass,7132
Start a new call as widget,8357.283201057862,0.0,47,119,pass,7132
Start a new call then leave and show the feedback screen,894.0939729582108,0.0,3,17,failed,7132
Start a new video call in DM as widget,3232.8832340641243,0.0,37,64,failed,7132
Start a new voice call in DM as widget,3370.822891238401,0.0,21,64,failed,7132
Test federated call with rtc modes compat and compat,6081.186582559482,0.0,39,119,failed,7132
Test federated call with rtc modes compat and legacy,8887.100178714889,0.0,114,119,failed,7132
Test federated call with rtc modes legacy and compat,5006.3402437279765,0.0,84,119,failed,7132
Test federated call with rtc modes legacy and legacy,1905.8631308080417,0.0,39,61,failed,7132
Test swapping publisher from https://app.m.localhost/#/welcome to https://app.othersite.m.localhost/#/welcome,3370.822891238401,0.0,34,62,failed,7132
"When creator left, avoid reconnect to the same SFU",4331.436352770413,0.0,12,28,failed,7132
can only interact with header and footer while reconnecting,908.0939729582108,0.0,4,18,failed,7132
has title,0.0,0.0,0,0,pass,7132
