test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
"As a guest, create a call, share link and other join",894.0939729582108,0.0,3,14,failed,6788
Bug new joiner was not publishing on correct SFU,1932.8968989751168,0.0,5,62,failed,6788
Create and join a group call,902.7881553121034,0.0,10,155,failed,6788
Decline a new video call in DM as widget,1932.8968989751168,0.0,5,64,failed,6788
Error when pre-warming the focus are caught by the ErrorBoundary,908.0939729582108,0.0,4,17,pass,6788
Footer interaction in PiP,3659.206959150939,0.0,10,48,failed,6788
Landing page,0.0,0.0,0,0,pass,6788
One to One call using matrix rtc 2.0 aka sticky events,3402.856909388015,0.0,10,15,failed,6788
One to One rejoin after improper leave does not crash EC,894.0939729582108,0.0,3,15,failed,6788
Put call in PIP,1932.8968989751168,0.0,5,60,failed,6788
Sharing screen in group call,1317.5603819618636,0.0,6,88,failed,6788
Should automatically retry non fatal JWT errors,908.0939729582108,0.0,4,17,pass,6788
Should request JWT token before starting the call,1474.6140520374963,0.0,5,17,pass,6788
Should show error screen if fails to get JWT token,908.0939729582108,0.0,4,17,pass,6788
"Sign up a new account, then login, then logout",1722.961982552809,0.0,5,46,failed,6788
Start a new call as widget,2427.7110054838136,0.0,6,64,failed,6788
Start a new call then leave and show the feedback screen,2042.233642960854,0.0,6,17,pass,6788
Start a new video call in DM as widget,3116.1505613173586,0.0,10,107,failed,6788
Start a new voice call in DM as widget,3116.1505613173586,0.0,10,107,failed,6788
Test federated call with rtc modes compat and compat,1317.5603819618636,0.0,4,61,failed,6788
Test federated call with rtc modes compat and legacy,1317.5603819618636,0.0,4,61,failed,6788
Test federated call with rtc modes legacy and compat,902.7881553121034,0.0,4,61,failed,6788
Test federated call with rtc modes legacy and legacy,902.7881553121034,0.0,4,61,failed,6788
Test swapping publisher from https://app.m.localhost/#/welcome to https://app.othersite.m.localhost/#/welcome,902.7881553121034,0.0,2,33,failed,6788
"When creator left, avoid reconnect to the same SFU",4312.793713957111,0.0,11,28,failed,6788
can only interact with header and footer while reconnecting,894.0939729582108,0.0,3,18,failed,6788
has title,0.0,0.0,0,0,pass,6788
