test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
"As a guest, create a call, share link and other join",894.0939729582108,0.0,3,14,failed,7157
Bug new joiner was not publishing on correct SFU,3232.8832340641243,0.0,54,62,failed,7157
"BugFix: When unmuting in lobby, you had to click twice to unmute in call",1861.2616003283651,0.0,8,14,pass,7157
Create and join a group call,1317.5603819618636,0.0,10,155,failed,7157
Decline a new video call in DM as widget,3232.8832340641243,0.0,40,64,failed,7157
Error when pre-warming the focus are caught by the ErrorBoundary,908.0939729582108,0.0,4,17,pass,7157
Footer interaction in PiP,1905.8631308080417,0.0,6,31,failed,7157
Landing page,0.0,0.0,0,0,pass,7157
One to One call using matrix rtc 2.0 aka sticky events,3401.599744055208,0.0,10,15,failed,7157
One to One rejoin after improper leave does not crash EC,894.0939729582108,0.0,3,15,failed,7157
Put call in PIP,3370.822891238401,0.0,42,60,failed,7157
Sharing screen in group call,8211.27473868907,0.0,128,178,failed,7157
Should automatically retry non fatal JWT errors,908.0939729582108,0.0,4,17,pass,7157
Should request JWT token before starting the call,1481.578933528233,0.0,5,17,failed,7157
Should show error screen if call creation is restricted,908.0939729582108,0.0,4,17,pass,7157
Should show error screen if fails to get JWT token,908.0939729582108,0.0,4,17,pass,7157
"Sign up a new account, then login, then logout",3175.364241319921,0.0,11,82,pass,7157
Start a new call as widget,3370.822891238401,0.0,38,64,failed,7157
Start a new call then leave and show the feedback screen,894.0939729582108,0.0,3,17,failed,7157
Start a new video call in DM as widget,2194.0441704267378,0.0,7,64,failed,7157
Start a new voice call in DM as widget,3232.8832340641243,0.0,19,64,failed,7157
Test federated call with rtc modes compat and compat,1905.8631308080417,0.0,11,61,failed,7157
Test federated call with rtc modes compat and legacy,8472.32795206513,0.0,75,119,failed,7157
Test federated call with rtc modes legacy and compat,8208.32795206513,0.0,103,119,failed,7157
Test federated call with rtc modes legacy and legacy,8208.32795206513,0.0,70,119,failed,7157
Test swapping publisher from https://app.m.localhost/#/welcome to https://app.othersite.m.localhost/#/welcome,3232.8832340641243,0.0,51,62,failed,7157
"When creator left, avoid reconnect to the same SFU",3720.9380221398355,0.0,10,21,failed,7157
can only interact with header and footer while reconnecting,894.0939729582108,0.0,3,18,failed,7157
has title,0.0,0.0,0,0,pass,7157
