test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
"As a guest, create a call, share link and other join",894.0939729582108,0.0,3,14,failed,6900
Bug new joiner was not publishing on correct SFU,6185.055763221809,0.0,45,120,failed,6900
Create and join a group call,1317.5603819618636,0.0,10,155,failed,6900
Decline a new video call in DM as widget,4591.801867136543,0.0,39,113,failed,6900
Error when pre-warming the focus are caught by the ErrorBoundary,908.0939729582108,0.0,4,17,pass,6900
Footer interaction in PiP,5199.977543103269,0.0,99,48,failed,6900
Landing page,0.0,0.0,0,0,pass,6900
One to One call using matrix rtc 2.0 aka sticky events,894.0939729582108,0.0,3,15,failed,6900
One to One rejoin after improper leave does not crash EC,894.0939729582108,0.0,3,15,failed,6900
Put call in PIP,6085.991113676083,0.0,47,117,failed,6900
Sharing screen in group call,902.7881553121034,0.0,6,88,failed,6900
Should automatically retry non fatal JWT errors,908.0939729582108,0.0,4,17,pass,6900
Should request JWT token before starting the call,1474.6140520374963,0.0,5,17,pass,6900
Should show error screen if call creation is restricted,908.0939729582108,0.0,4,17,pass,6900
Should show error screen if fails to get JWT token,908.0939729582108,0.0,4,17,pass,6900
"Sign up a new account, then login, then logout",2226.080970260481,0.0,9,82,failed,6900
Start a new call as widget,5052.184676360606,0.0,61,119,failed,6900
Start a new call then leave and show the feedback screen,894.0939729582108,0.0,3,17,failed,6900
Start a new video call in DM as widget,2974.1684201093294,0.0,20,64,failed,6900
Start a new voice call in DM as widget,2204.629554012839,0.0,16,64,failed,6900
Test federated call with rtc modes compat and compat,3788.99019708397,0.0,149,119,failed,6900
Test federated call with rtc modes compat and legacy,5147.214364521074,0.0,70,119,failed,6900
Test federated call with rtc modes legacy and compat,902.7881553121034,0.0,4,61,failed,6900
Test federated call with rtc modes legacy and legacy,5147.214364521074,0.0,101,119,failed,6900
Test swapping publisher from https://app.m.localhost/#/welcome to https://app.othersite.m.localhost/#/welcome,6185.055763221809,0.0,39,120,failed,6900
"When creator left, avoid reconnect to the same SFU",894.0939729582108,0.0,3,14,failed,6900
can only interact with header and footer while reconnecting,894.0939729582108,0.0,3,18,failed,6900
has title,0.0,0.0,0,0,pass,6900
