test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
"As a guest, create a call, share link and other join",894.0939729582108,0.0,3,14,failed,6920
Bug new joiner was not publishing on correct SFU,6185.055763221809,0.0,47,120,failed,6920
"BugFix: When unmuting in lobby, you had to click twice to unmute in call",1745.3871117952801,0.0,8,14,pass,6920
Create and join a group call,1317.5603819618636,0.0,10,155,failed,6920
Decline a new video call in DM as widget,3084.5786503018735,0.0,107,64,failed,6920
Error when pre-warming the focus are caught by the ErrorBoundary,908.0939729582108,0.0,4,17,pass,6920
Footer interaction in PiP,5984.20861329963,0.0,21,48,failed,6920
Landing page,0.0,0.0,0,0,pass,6920
One to One call using matrix rtc 2.0 aka sticky events,894.0939729582108,0.0,3,15,failed,6920
One to One rejoin after improper leave does not crash EC,894.0939729582108,0.0,3,15,failed,6920
Put call in PIP,7387.506082839639,0.0,61,117,failed,6920
Sharing screen in group call,8137.743273903522,0.0,331,178,failed,6920
Should automatically retry non fatal JWT errors,908.0939729582108,0.0,4,17,failed,6920
Should request JWT token before starting the call,1481.578933528233,0.0,5,17,pass,6920
Should show error screen if call creation is restricted,908.0939729582108,0.0,4,17,pass,6920
Should show error screen if fails to get JWT token,908.0939729582108,0.0,4,17,pass,6920
"Sign up a new account, then login, then logout",1722.961982552809,0.0,5,46,failed,6920
Start a new call as widget,3681.5253587949583,0.0,72,76,failed,6920
Start a new call then leave and show the feedback screen,894.0939729582108,0.0,3,17,failed,6920
Start a new video call in DM as widget,2831.4436605215355,0.0,19,64,failed,6920
Start a new voice call in DM as widget,4591.801867136543,0.0,37,113,failed,6920
Test federated call with rtc modes compat and compat,5196.80877894243,0.0,81,119,failed,6920
Test federated call with rtc modes compat and legacy,8086.307969294199,0.0,148,119,failed,6920
Test federated call with rtc modes legacy and compat,2643.6839600942226,0.0,57,70,failed,6920
Test federated call with rtc modes legacy and legacy,5453.834650868862,0.0,168,119,failed,6920
Test swapping publisher from https://app.m.localhost/#/welcome to https://app.othersite.m.localhost/#/welcome,6185.055763221809,0.0,107,120,failed,6920
"When creator left, avoid reconnect to the same SFU",894.0939729582108,0.0,3,14,failed,6920
can only interact with header and footer while reconnecting,894.0939729582108,0.0,3,18,failed,6920
has title,0.0,0.0,0,0,pass,6920
