test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
"As a guest, create a call, share link and other join",894.0939729582108,0.0,3,14,failed,6903
Bug new joiner was not publishing on correct SFU,6185.055763221809,0.0,120,120,failed,6903
Create and join a group call,902.7881553121034,0.0,10,155,failed,6903
Decline a new video call in DM as widget,2204.629554012839,0.0,32,64,failed,6903
Error when pre-warming the focus are caught by the ErrorBoundary,908.0939729582108,0.0,4,17,pass,6903
Footer interaction in PiP,5199.977543103269,0.0,31,48,failed,6903
Landing page,0.0,0.0,0,0,pass,6903
One to One call using matrix rtc 2.0 aka sticky events,894.0939729582108,0.0,3,15,failed,6903
One to One rejoin after improper leave does not crash EC,894.0939729582108,0.0,3,15,failed,6903
Put call in PIP,7387.506082839639,0.0,38,117,failed,6903
Sharing screen in group call,1317.5603819618636,0.0,6,88,failed,6903
Should automatically retry non fatal JWT errors,908.0939729582108,0.0,4,17,pass,6903
Should request JWT token before starting the call,1481.578933528233,0.0,5,17,pass,6903
Should show error screen if call creation is restricted,908.0939729582108,0.0,4,17,pass,6903
Should show error screen if fails to get JWT token,908.0939729582108,0.0,4,17,pass,6903
"Sign up a new account, then login, then logout",2226.080970260481,0.0,9,82,failed,6903
Start a new call as widget,2204.629554012839,0.0,20,64,failed,6903
Start a new call then leave and show the feedback screen,894.0939729582108,0.0,3,17,failed,6903
Start a new video call in DM as widget,2831.4436605215355,0.0,66,64,failed,6903
Start a new voice call in DM as widget,2831.4436605215355,0.0,58,64,failed,6903
Test federated call with rtc modes compat and compat,5196.80877894243,0.0,58,119,failed,6903
Test federated call with rtc modes compat and legacy,5611.58100559219,0.0,141,119,failed,6903
Test federated call with rtc modes legacy and compat,3058.456186743983,0.0,52,70,failed,6903
Test federated call with rtc modes legacy and legacy,4883.214364521074,0.0,212,119,failed,6903
Test swapping publisher from https://app.m.localhost/#/welcome to https://app.othersite.m.localhost/#/welcome,6185.055763221809,0.0,142,120,failed,6903
"When creator left, avoid reconnect to the same SFU",894.0939729582108,0.0,3,14,failed,6903
can only interact with header and footer while reconnecting,894.0939729582108,0.0,3,18,failed,6903
has title,0.0,0.0,0,0,pass,6903
