test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
Bug new joiner was not publishing on correct SFU,6185.055763221809,0.0,44,120,failed,6922
"BugFix: When unmuting in lobby, you had to click twice to unmute in call",0.0,0.0,0,0,failed,6922
Create and join a group call,1732.3326086116238,0.0,10,155,failed,6922
Decline a new video call in DM as widget,2204.629554012839,0.0,19,64,failed,6922
Error when pre-warming the focus are caught by the ErrorBoundary,908.0939729582108,0.0,4,17,pass,6922
Footer interaction in PiP,5199.977543103269,0.0,98,48,failed,6922
Landing page,0.0,0.0,0,0,pass,6922
One to One call using matrix rtc 2.0 aka sticky events,894.0939729582108,0.0,3,15,failed,6922
One to One rejoin after improper leave does not crash EC,894.0939729582108,0.0,3,15,failed,6922
Put call in PIP,3681.5253587949583,0.0,44,68,failed,6922
Sharing screen in group call,1317.5603819618636,0.0,6,88,failed,6922
Should automatically retry non fatal JWT errors,894.0939729582108,0.0,3,17,failed,6922
Should request JWT token before starting the call,1474.6140520374963,0.0,5,17,pass,6922
Should show error screen if call creation is restricted,894.0939729582108,0.0,3,17,failed,6922
Should show error screen if fails to get JWT token,894.0939729582108,0.0,3,17,failed,6922
Start a new call as widget,3222.9874650500683,0.0,74,64,failed,6922
Start a new video call in DM as widget,2831.4436605215355,0.0,26,64,failed,6922
Start a new voice call in DM as widget,2831.4436605215355,0.0,68,64,failed,6922
Test federated call with rtc modes compat and compat,5611.58100559219,0.0,89,119,failed,6922
Test federated call with rtc modes compat and legacy,1317.5603819618636,0.0,4,61,failed,6922
Test federated call with rtc modes legacy and compat,8392.928255641988,0.0,265,119,failed,6922
Test federated call with rtc modes legacy and legacy,2097.684631644455,0.0,19,61,failed,6922
Test swapping publisher from https://app.m.localhost/#/welcome to https://app.othersite.m.localhost/#/welcome,6185.055763221809,0.0,46,120,failed,6922
"When creator left, avoid reconnect to the same SFU",894.0939729582108,0.0,3,14,failed,6922
can only interact with header and footer while reconnecting,894.0939729582108,0.0,3,18,failed,6922
has title,0.0,0.0,0,0,pass,6922
