test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
"As a guest, create a call, share link and other join",2908.0934835550443,0.0,7,14,failed,7009
Bug new joiner was not publishing on correct SFU,3232.8832340641243,0.0,36,62,failed,7009
"BugFix: When unmuting in lobby, you had to click twice to unmute in call",1861.2616003283651,0.0,8,14,pass,7009
Create and join a group call,1732.3326086116238,0.0,10,155,failed,7009
Decline a new video call in DM as widget,3370.822891238401,0.0,14,64,failed,7009
Error when pre-warming the focus are caught by the ErrorBoundary,908.0939729582108,0.0,4,17,pass,7009
Footer interaction in PiP,1905.8631308080417,0.0,8,31,failed,7009
Landing page,0.0,0.0,0,0,pass,7009
One to One call using matrix rtc 2.0 aka sticky events,3402.856909388015,0.0,10,15,failed,7009
One to One rejoin after improper leave does not crash EC,3402.856909388015,0.0,10,15,failed,7009
Put call in PIP,9909.62267024398,0.0,27,117,pass,7009
Sharing screen in group call,695.4020419872234,0.0,3,0,failed,7009
Should automatically retry non fatal JWT errors,908.0939729582108,0.0,4,17,pass,7009
Should request JWT token before starting the call,1481.578933528233,0.0,5,17,pass,7009
Should show error screen if call creation is restricted,908.0939729582108,0.0,4,17,pass,7009
Should show error screen if fails to get JWT token,908.0939729582108,0.0,4,17,pass,7009
"Sign up a new account, then login, then logout",0.0,0.0,0,0,failed,7009
Start a new call as widget,3794.0658544157604,0.0,13,76,failed,7009
Start a new call then leave and show the feedback screen,2046.558979456212,0.0,6,17,pass,7009
Start a new video call in DM as widget,3370.822891238401,0.0,11,64,failed,7009
Start a new voice call in DM as widget,3232.8832340641243,0.0,12,64,failed,7009
Test federated call with rtc modes compat and compat,2341.9768180065016,0.0,13,61,failed,7009
Test federated call with rtc modes compat and legacy,8473.433848501103,0.0,69,119,failed,7009
Test federated call with rtc modes legacy and compat,1905.8631308080417,0.0,60,61,failed,7009
Test federated call with rtc modes legacy and legacy,2365.4647667930203,0.0,13,61,failed,7009
Test swapping publisher from https://app.m.localhost/#/welcome to https://app.othersite.m.localhost/#/welcome,3370.822891238401,0.0,14,62,failed,7009
"When creator left, avoid reconnect to the same SFU",4307.084761446641,0.0,11,28,failed,7009
can only interact with header and footer while reconnecting,1193.724853641655,0.0,5,18,pass,7009
has title,0.0,0.0,0,0,pass,7009
