test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
"As a guest, create a call, share link and other join",3720.9380221398355,0.0,10,21,pass,7149
Bug new joiner was not publishing on correct SFU,3232.8832340641243,0.0,37,62,failed,7149
"BugFix: When unmuting in lobby, you had to click twice to unmute in call",1861.2616003283651,0.0,8,14,pass,7149
Create and join a group call,3480.35068064124,0.0,68,155,failed,7149
Decline a new video call in DM as widget,3370.822891238401,0.0,15,64,failed,7149
Error when pre-warming the focus are caught by the ErrorBoundary,908.0939729582108,0.0,4,17,pass,7149
Footer interaction in PiP,1905.8631308080417,0.0,18,31,failed,7149
Landing page,0.0,0.0,0,0,pass,7149
One to One call using matrix rtc 2.0 aka sticky events,894.0939729582108,0.0,3,15,failed,7149
One to One rejoin after improper leave does not crash EC,894.0939729582108,0.0,3,15,failed,7149
Put call in PIP,3370.822891238401,0.0,17,60,failed,7149
Sharing screen in group call,2297.0664027779985,0.0,158,88,failed,7149
Should automatically retry non fatal JWT errors,908.0939729582108,0.0,4,17,pass,7149
Should request JWT token before starting the call,1474.6140520374963,0.0,5,17,pass,7149
Should show error screen if call creation is restricted,908.0939729582108,0.0,4,17,pass,7149
Should show error screen if fails to get JWT token,908.0939729582108,0.0,4,17,pass,7149
"Sign up a new account, then login, then logout",1722.961982552809,0.0,5,46,failed,7149
Start a new call as widget,3232.8832340641243,0.0,21,64,failed,7149
Start a new call then leave and show the feedback screen,894.0939729582108,0.0,3,17,failed,7149
Start a new video call in DM as widget,3370.822891238401,0.0,21,64,failed,7149
Start a new voice call in DM as widget,7101.89613300615,0.0,34,113,failed,7149
Test federated call with rtc modes compat and compat,2204.037160832225,0.0,36,61,failed,7149
Test federated call with rtc modes compat and legacy,2169.8631308080417,0.0,21,61,failed,7149
Test federated call with rtc modes legacy and compat,1905.8631308080417,0.0,11,61,failed,7149
Test federated call with rtc modes legacy and legacy,2204.037160832225,0.0,95,61,failed,7149
Test swapping publisher from https://app.m.localhost/#/welcome to https://app.othersite.m.localhost/#/welcome,6159.656601668335,0.0,21,120,failed,7149
"When creator left, avoid reconnect to the same SFU",4307.084761446641,0.0,11,28,failed,7149
can only interact with header and footer while reconnecting,894.0939729582108,0.0,3,18,failed,7149
has title,0.0,0.0,0,0,pass,7149
