test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
"As a guest, create a call, share link and other join",3720.9380221398355,0.0,10,21,pass,6973
Bug new joiner was not publishing on correct SFU,9406.713623056916,0.0,64,120,failed,6973
"BugFix: When unmuting in lobby, you had to click twice to unmute in call",1745.3871117952801,0.0,8,14,pass,6973
Create and join a group call,1732.3326086116238,0.0,10,155,failed,6973
Decline a new video call in DM as widget,6963.313659105492,0.0,37,113,failed,6973
Error when pre-warming the focus are caught by the ErrorBoundary,908.0939729582108,0.0,4,17,pass,6973
Footer interaction in PiP,5984.20861329963,0.0,21,48,failed,6973
Landing page,0.0,0.0,0,0,pass,6973
One to One call using matrix rtc 2.0 aka sticky events,894.0939729582108,0.0,3,15,failed,6973
One to One rejoin after improper leave does not crash EC,894.0939729582108,0.0,3,15,failed,6973
Put call in PIP,9797.082174623176,0.0,47,117,pass,6973
Sharing screen in group call,1317.5603819618636,0.0,6,88,failed,6973
Should automatically retry non fatal JWT errors,908.0939729582108,0.0,4,17,pass,6973
Should request JWT token before starting the call,1481.578933528233,0.0,5,17,pass,6973
Should show error screen if call creation is restricted,908.0939729582108,0.0,4,17,pass,6973
Should show error screen if fails to get JWT token,908.0939729582108,0.0,4,17,pass,6973
"Sign up a new account, then login, then logout",2226.080970260481,0.0,9,82,failed,6973
Start a new call as widget,3681.5253587949583,0.0,33,76,failed,6973
Start a new call then leave and show the feedback screen,894.0939729582108,0.0,3,17,failed,6973
Start a new video call in DM as widget,2831.4436605215355,0.0,72,64,failed,6973
Start a new voice call in DM as widget,4591.801867136543,0.0,38,113,failed,6973
Test federated call with rtc modes compat and compat,8814.674610365315,0.0,106,119,failed,6973
Test federated call with rtc modes compat and legacy,8086.307969294199,0.0,37,119,failed,6973
Test federated call with rtc modes legacy and compat,8102.234616461629,0.0,74,119,failed,6973
Test federated call with rtc modes legacy and legacy,5147.214364521074,0.0,42,119,failed,6973
Test swapping publisher from https://app.m.localhost/#/welcome to https://app.othersite.m.localhost/#/welcome,9388.149367994934,0.0,33,120,failed,6973
"When creator left, avoid reconnect to the same SFU",4307.084761446641,0.0,11,28,failed,6973
can only interact with header and footer while reconnecting,1172.186759682877,0.0,5,18,pass,6973
has title,0.0,0.0,0,0,pass,6973
