test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
"As a guest, create a call, share link and other join",894.0939729582108,0.0,3,14,failed,6884
Bug new joiner was not publishing on correct SFU,9388.149367994934,0.0,32,120,failed,6884
Create and join a group call,1732.3326086116238,0.0,10,155,failed,6884
Decline a new video call in DM as widget,7802.2904168288505,0.0,23,113,pass,6884
Error when pre-warming the focus are caught by the ErrorBoundary,908.0939729582108,0.0,4,17,pass,6884
Footer interaction in PiP,6161.502851376971,0.0,18,48,pass,6884
Landing page,0.0,0.0,0,0,pass,6884
One to One call using matrix rtc 2.0 aka sticky events,894.0939729582108,0.0,3,15,failed,6884
One to One rejoin after improper leave does not crash EC,894.0939729582108,0.0,3,15,failed,6884
Put call in PIP,9797.082174623176,0.0,36,117,pass,6884
Sharing screen in group call,902.7881553121034,0.0,6,88,failed,6884
Should automatically retry non fatal JWT errors,908.0939729582108,0.0,4,17,pass,6884
Should request JWT token before starting the call,1474.6140520374963,0.0,5,17,pass,6884
Should show error screen if call creation is restricted,908.0939729582108,0.0,4,17,pass,6884
Should show error screen if fails to get JWT token,908.0939729582108,0.0,4,17,pass,6884
"Sign up a new account, then login, then logout",1722.961982552809,0.0,5,46,failed,6884
Start a new call as widget,8223.366595905589,0.0,52,119,pass,6884
Start a new call then leave and show the feedback screen,894.0939729582108,0.0,3,17,failed,6884
Start a new video call in DM as widget,7850.995418644735,0.0,22,113,pass,6884
Start a new voice call in DM as widget,7728.852763816546,0.0,34,113,failed,6884
Test federated call with rtc modes compat and compat,8399.902383715556,0.0,45,119,failed,6884
Test federated call with rtc modes compat and legacy,8086.307969294199,0.0,40,119,failed,6884
Test federated call with rtc modes legacy and compat,8086.307969294199,0.0,41,119,failed,6884
Test federated call with rtc modes legacy and legacy,8350.3079692942,0.0,190,119,failed,6884
Test swapping publisher from https://app.m.localhost/#/welcome to https://app.othersite.m.localhost/#/welcome,9388.149367994934,0.0,36,120,failed,6884
"When creator left, avoid reconnect to the same SFU",894.0939729582108,0.0,3,14,failed,6884
can only interact with header and footer while reconnecting,894.0939729582108,0.0,3,18,failed,6884
has title,0.0,0.0,0,0,pass,6884
