test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
Bug new joiner was not publishing on correct SFU,2187.791719824848,0.0,9,84,failed,6806
Create and join a group call,5593.242516145343,0.0,24,210,failed,6806
Decline a new video call in DM as widget,1052.6414543846827,0.0,4,42,failed,6806
Error when pre-warming the focus are caught by the ErrorBoundary,894.0939729582108,0.0,3,17,failed,6806
Footer interaction in PiP,2233.2105063581885,0.0,8,50,failed,6806
Landing page,0.0,0.0,0,0,pass,6806
One to One call using matrix rtc 2.0 aka sticky events,894.0939729582108,0.0,3,15,failed,6806
One to One rejoin after improper leave does not crash EC,894.0939729582108,0.0,3,15,failed,6806
Put call in PIP,5588.513347619606,0.0,17,129,failed,6806
Sharing screen in group call,6723.663613059771,0.0,22,211,failed,6806
Should automatically retry non fatal JWT errors,894.0939729582108,0.0,3,17,failed,6806
Should request JWT token before starting the call,894.0939729582108,0.0,3,17,failed,6806
Should show error screen if fails to get JWT token,894.0939729582108,0.0,3,17,failed,6806
Start a new call as widget,2071.026999125486,0.0,8,75,failed,6806
Start a new call then leave and show the feedback screen,0.0,0.0,0,0,failed,6806
Start a new video call in DM as widget,2187.791719824848,0.0,9,86,failed,6806
Start a new voice call in DM as widget,2187.791719824848,0.0,9,86,failed,6806
Test federated call with rtc modes compat and compat,1852.489794533606,0.0,6,44,failed,6806
Test federated call with rtc modes compat and legacy,1052.6414543846827,0.0,4,44,failed,6806
Test federated call with rtc modes legacy and compat,2187.791719824848,0.0,9,84,failed,6806
Test federated call with rtc modes legacy and legacy,2187.791719824848,0.0,9,84,failed,6806
Test swapping publisher from https://app.m.localhost/#/welcome to https://app.othersite.m.localhost/#/welcome,1052.6414543846827,0.0,4,44,failed,6806
"When creator left, avoid reconnect to the same SFU",894.0939729582108,0.0,3,14,failed,6806
can only interact with header and footer while reconnecting,894.0939729582108,0.0,3,18,failed,6806
has title,0.0,0.0,0,0,pass,6806
