test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
"As a guest, create a call, share link and other join",3720.9380221398355,0.0,10,21,pass,7021
Bug new joiner was not publishing on correct SFU,9388.149367994934,0.0,38,120,failed,7021
"BugFix: When unmuting in lobby, you had to click twice to unmute in call",1861.2616003283651,0.0,8,14,pass,7021
Create and join a group call,902.7881553121034,0.0,10,155,failed,7021
Decline a new video call in DM as widget,5696.500921177959,0.0,37,113,failed,7021
Error when pre-warming the focus are caught by the ErrorBoundary,908.0939729582108,0.0,4,17,pass,7021
Footer interaction in PiP,5984.20861329963,0.0,44,48,failed,7021
Landing page,0.0,0.0,0,0,pass,7021
One to One call using matrix rtc 2.0 aka sticky events,894.0939729582108,0.0,3,15,failed,7021
One to One rejoin after improper leave does not crash EC,894.0939729582108,0.0,3,15,failed,7021
Put call in PIP,9797.082174623176,0.0,46,117,pass,7021
Sharing screen in group call,1317.5603819618636,0.0,6,88,failed,7021
Should automatically retry non fatal JWT errors,908.0939729582108,0.0,4,17,pass,7021
Should request JWT token before starting the call,1481.578933528233,0.0,5,17,pass,7021
Should show error screen if call creation is restricted,908.0939729582108,0.0,4,17,pass,7021
Should show error screen if fails to get JWT token,908.0939729582108,0.0,4,17,pass,7021
"Sign up a new account, then login, then logout",1722.961982552809,0.0,5,46,failed,7021
Start a new call as widget,2699.4436605215355,0.0,8,64,failed,7021
Start a new call then leave and show the feedback screen,2046.558979456212,0.0,6,17,pass,7021
Start a new video call in DM as widget,4591.801867136543,0.0,77,113,failed,7021
Start a new voice call in DM as widget,4591.801867136543,0.0,77,113,failed,7021
Test federated call with rtc modes compat and compat,5453.834650868862,0.0,43,119,failed,7021
Test federated call with rtc modes compat and legacy,8086.307969294199,0.0,185,119,failed,7021
Test federated call with rtc modes legacy and compat,8399.902383715556,0.0,28,119,failed,7021
Test federated call with rtc modes legacy and legacy,9071.700482291748,0.0,45,119,failed,7021
Test swapping publisher from https://app.m.localhost/#/welcome to https://app.othersite.m.localhost/#/welcome,9404.076015162364,0.0,75,120,failed,7021
"When creator left, avoid reconnect to the same SFU",4331.436352770413,0.0,12,28,failed,7021
can only interact with header and footer while reconnecting,894.0939729582108,0.0,3,18,failed,7021
has title,0.0,0.0,0,0,pass,7021
