test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
"As a guest, create a call, share link and other join",3720.9380221398355,0.0,10,21,pass,6997
Bug new joiner was not publishing on correct SFU,3370.822891238401,0.0,11,62,failed,6997
"BugFix: When unmuting in lobby, you had to click twice to unmute in call",1861.2616003283651,0.0,8,14,pass,6997
Create and join a group call,6891.884697027497,0.0,141,334,failed,6997
Decline a new video call in DM as widget,3370.822891238401,0.0,19,64,failed,6997
Error when pre-warming the focus are caught by the ErrorBoundary,908.0939729582108,0.0,4,17,pass,6997
Footer interaction in PiP,5969.394835332257,0.0,17,48,failed,6997
Landing page,0.0,0.0,0,0,pass,6997
One to One call using matrix rtc 2.0 aka sticky events,3402.856909388015,0.0,10,15,failed,6997
One to One rejoin after improper leave does not crash EC,3402.856909388015,0.0,10,15,failed,6997
Put call in PIP,3370.822891238401,0.0,11,60,failed,6997
Sharing screen in group call,2320.635357457802,0.0,16,88,failed,6997
Should automatically retry non fatal JWT errors,908.0939729582108,0.0,4,17,pass,6997
Should request JWT token before starting the call,1481.578933528233,0.0,5,17,pass,6997
Should show error screen if call creation is restricted,908.0939729582108,0.0,4,17,pass,6997
Should show error screen if fails to get JWT token,908.0939729582108,0.0,4,17,pass,6997
"Sign up a new account, then login, then logout",1722.961982552809,0.0,5,46,failed,6997
Start a new call as widget,3370.822891238401,0.0,12,64,failed,6997
Start a new call then leave and show the feedback screen,894.0939729582108,0.0,3,17,failed,6997
Start a new video call in DM as widget,8259.295522214448,0.0,25,113,pass,6997
Start a new voice call in DM as widget,3370.822891238401,0.0,13,64,failed,6997
Test federated call with rtc modes compat and compat,2341.9768180065016,0.0,17,61,failed,6997
Test federated call with rtc modes compat and legacy,2227.5251096187435,0.0,14,61,failed,6997
Test federated call with rtc modes legacy and compat,2365.4647667930203,0.0,14,61,failed,6997
Test federated call with rtc modes legacy and legacy,2169.8631308080417,0.0,11,61,failed,6997
Test swapping publisher from https://app.m.localhost/#/welcome to https://app.othersite.m.localhost/#/welcome,9500.689863615737,0.0,34,120,failed,6997
"When creator left, avoid reconnect to the same SFU",5290.770159050964,0.0,14,28,failed,6997
can only interact with header and footer while reconnecting,908.0939729582108,0.0,4,18,failed,6997
has title,0.0,0.0,0,0,pass,6997
