test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
"As a guest, create a call, share link and other join",894.0939729582108,0.0,3,14,failed,7101
Bug new joiner was not publishing on correct SFU,9361.644310005488,0.0,54,120,failed,7101
"BugFix: When unmuting in lobby, you had to click twice to unmute in call",1861.2616003283651,0.0,8,14,pass,7101
Create and join a group call,1732.3326086116238,0.0,10,155,failed,7101
Decline a new video call in DM as widget,7914.830912449654,0.0,30,113,failed,7101
Error when pre-warming the focus are caught by the ErrorBoundary,908.0939729582108,0.0,4,17,pass,7101
Footer interaction in PiP,5969.394835332257,0.0,53,48,failed,7101
Landing page,0.0,0.0,0,0,pass,7101
One to One call using matrix rtc 2.0 aka sticky events,894.0939729582108,0.0,3,15,failed,7101
One to One rejoin after improper leave does not crash EC,894.0939729582108,0.0,3,15,failed,7101
Put call in PIP,3370.822891238401,0.0,27,60,failed,7101
Sharing screen in group call,2341.9768180065016,0.0,16,88,failed,7101
Should automatically retry non fatal JWT errors,908.0939729582108,0.0,4,17,pass,7101
Should request JWT token before starting the call,1481.578933528233,0.0,5,17,pass,7101
Should show error screen if call creation is restricted,908.0939729582108,0.0,4,17,pass,7101
Should show error screen if fails to get JWT token,908.0939729582108,0.0,4,17,pass,7101
"Sign up a new account, then login, then logout",3175.364241319921,0.0,11,82,pass,7101
Start a new call as widget,8359.934044437581,0.0,54,119,pass,7101
Start a new call then leave and show the feedback screen,894.0939729582108,0.0,3,17,failed,7101
Start a new video call in DM as widget,3370.822891238401,0.0,29,64,failed,7101
Start a new voice call in DM as widget,3370.822891238401,0.0,49,64,failed,7101
Test federated call with rtc modes compat and compat,1963.5251096187435,0.0,47,61,failed,7101
Test federated call with rtc modes compat and legacy,2169.8631308080417,0.0,13,61,failed,7101
Test federated call with rtc modes legacy and compat,8472.32795206513,0.0,41,119,failed,7101
Test federated call with rtc modes legacy and legacy,2204.037160832225,0.0,12,61,failed,7101
Test swapping publisher from https://app.m.localhost/#/welcome to https://app.othersite.m.localhost/#/welcome,9499.583967179764,0.0,44,120,failed,7101
"When creator left, avoid reconnect to the same SFU",3720.9380221398355,0.0,10,21,failed,7101
can only interact with header and footer while reconnecting,894.0939729582108,0.0,3,18,failed,7101
has title,0.0,0.0,0,0,pass,7101
