test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
"As a guest, create a call, share link and other join",894.0939729582108,0.0,3,14,failed,7076
Bug new joiner was not publishing on correct SFU,9361.644310005488,0.0,42,120,failed,7076
"BugFix: When unmuting in lobby, you had to click twice to unmute in call",1861.2616003283651,0.0,8,14,pass,7076
Create and join a group call,1732.3326086116238,0.0,10,155,failed,7076
Decline a new video call in DM as widget,3370.822891238401,0.0,34,64,failed,7076
Error when pre-warming the focus are caught by the ErrorBoundary,908.0939729582108,0.0,4,17,pass,7076
Footer interaction in PiP,1905.8631308080417,0.0,10,31,failed,7076
Landing page,0.0,0.0,0,0,pass,7076
One to One call using matrix rtc 2.0 aka sticky events,894.0939729582108,0.0,3,15,failed,7076
One to One rejoin after improper leave does not crash EC,894.0939729582108,0.0,3,15,failed,7076
Put call in PIP,3370.822891238401,0.0,86,60,failed,7076
Sharing screen in group call,9060.403202027472,0.0,143,178,failed,7076
Should automatically retry non fatal JWT errors,908.0939729582108,0.0,4,17,pass,7076
Should request JWT token before starting the call,1481.578933528233,0.0,5,17,pass,7076
Should show error screen if call creation is restricted,908.0939729582108,0.0,4,17,pass,7076
Should show error screen if fails to get JWT token,908.0939729582108,0.0,4,17,pass,7076
"Sign up a new account, then login, then logout",1722.961982552809,0.0,5,46,failed,7076
Start a new call as widget,3232.8832340641243,0.0,28,64,failed,7076
Start a new call then leave and show the feedback screen,894.0939729582108,0.0,3,17,failed,7076
Start a new video call in DM as widget,3232.8832340641243,0.0,15,64,failed,7076
Start a new voice call in DM as widget,3232.8832340641243,0.0,17,64,failed,7076
Test federated call with rtc modes compat and compat,2169.8631308080417,0.0,15,61,failed,7076
Test federated call with rtc modes compat and legacy,1905.8631308080417,0.0,14,61,failed,7076
Test federated call with rtc modes legacy and compat,8208.32795206513,0.0,152,119,failed,7076
Test federated call with rtc modes legacy and legacy,1905.8631308080417,0.0,78,61,failed,7076
Test swapping publisher from https://app.m.localhost/#/welcome to https://app.othersite.m.localhost/#/welcome,6159.656601668335,0.0,19,120,failed,7076
"When creator left, avoid reconnect to the same SFU",894.0939729582108,0.0,3,14,failed,7076
can only interact with header and footer while reconnecting,908.0939729582108,0.0,4,18,failed,7076
has title,0.0,0.0,0,0,pass,7076
