test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
"As a guest, create a call, share link and other join",0.0,0.0,0,0,failed,7011
Bug new joiner was not publishing on correct SFU,9500.689863615737,0.0,33,120,failed,7011
"BugFix: When unmuting in lobby, you had to click twice to unmute in call",1861.2616003283651,0.0,8,14,pass,7011
Create and join a group call,1732.3326086116238,0.0,10,155,failed,7011
Decline a new video call in DM as widget,3370.822891238401,0.0,33,64,failed,7011
Error when pre-warming the focus are caught by the ErrorBoundary,908.0939729582108,0.0,4,17,pass,7011
Footer interaction in PiP,1905.8631308080417,0.0,6,31,failed,7011
Landing page,0.0,0.0,0,0,pass,7011
One to One call using matrix rtc 2.0 aka sticky events,894.0939729582108,0.0,3,15,failed,7011
One to One rejoin after improper leave does not crash EC,894.0939729582108,0.0,3,15,failed,7011
Put call in PIP,9909.62267024398,0.0,30,117,pass,7011
Sharing screen in group call,0.0,0.0,0,0,failed,7011
Should automatically retry non fatal JWT errors,908.0939729582108,0.0,4,17,pass,7011
Should request JWT token before starting the call,1481.578933528233,0.0,5,17,pass,7011
Should show error screen if call creation is restricted,908.0939729582108,0.0,4,17,pass,7011
Should show error screen if fails to get JWT token,908.0939729582108,0.0,4,17,pass,7011
"Sign up a new account, then login, then logout",0.0,0.0,0,0,failed,7011
Start a new call as widget,902.7881553121034,0.0,2,31,failed,7011
Start a new call then leave and show the feedback screen,894.0939729582108,0.0,3,17,failed,7011
Start a new video call in DM as widget,3370.822891238401,0.0,44,64,failed,7011
Start a new voice call in DM as widget,2194.0441704267378,0.0,25,64,failed,7011
Test federated call with rtc modes compat and compat,2320.635357457802,0.0,95,61,failed,7011
Test federated call with rtc modes compat and legacy,5547.1728132034605,0.0,64,119,failed,7011
Test federated call with rtc modes legacy and compat,2584.635357457802,0.0,96,61,failed,7011
Test federated call with rtc modes legacy and legacy,8226.018425872846,0.0,33,119,failed,7011
Test swapping publisher from https://app.m.localhost/#/welcome to https://app.othersite.m.localhost/#/welcome,3370.822891238401,0.0,29,62,failed,7011
"When creator left, avoid reconnect to the same SFU",894.0939729582108,0.0,3,14,failed,7011
can only interact with header and footer while reconnecting,894.0939729582108,0.0,3,18,failed,7011
has title,0.0,0.0,0,0,pass,7011
