test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
"As a guest, create a call, share link and other join",894.0939729582108,0.0,3,14,failed,6946
Bug new joiner was not publishing on correct SFU,6185.055763221809,0.0,72,120,failed,6946
Create and join a group call,2147.104835261384,0.0,10,155,failed,6946
Decline a new video call in DM as widget,2204.629554012839,0.0,75,64,failed,6946
Error when pre-warming the focus are caught by the ErrorBoundary,894.0939729582108,0.0,3,17,failed,6946
Footer interaction in PiP,5984.20861329963,0.0,25,48,failed,6946
Landing page,0.0,0.0,0,0,pass,6946
One to One call using matrix rtc 2.0 aka sticky events,894.0939729582108,0.0,3,15,failed,6946
One to One rejoin after improper leave does not crash EC,894.0939729582108,0.0,3,15,failed,6946
Put call in PIP,9554.20277600864,0.0,58,117,failed,6946
Sharing screen in group call,902.7881553121034,0.0,6,88,failed,6946
Should automatically retry non fatal JWT errors,908.0939729582108,0.0,4,17,failed,6946
Should request JWT token before starting the call,908.0939729582108,0.0,4,17,failed,6946
Should show error screen if call creation is restricted,908.0939729582108,0.0,4,17,failed,6946
Should show error screen if fails to get JWT token,908.0939729582108,0.0,4,17,failed,6946
"Sign up a new account, then login, then logout",1722.961982552809,0.0,5,46,failed,6946
Start a new call as widget,3681.5253587949583,0.0,20,76,failed,6946
Start a new call then leave and show the feedback screen,894.0939729582108,0.0,3,17,failed,6946
Start a new video call in DM as widget,4127.498114280416,0.0,28,107,failed,6946
Start a new voice call in DM as widget,3644.936201154235,0.0,73,107,failed,6946
Test federated call with rtc modes compat and compat,5147.214364521074,0.0,123,119,failed,6946
Test federated call with rtc modes compat and legacy,5868.606877518622,0.0,54,119,failed,6946
Test federated call with rtc modes legacy and compat,5147.214364521074,0.0,226,119,failed,6946
Test federated call with rtc modes legacy and legacy,4883.214364521074,0.0,179,119,failed,6946
Test swapping publisher from https://app.m.localhost/#/welcome to https://app.othersite.m.localhost/#/welcome,9388.149367994934,0.0,52,120,failed,6946
"When creator left, avoid reconnect to the same SFU",894.0939729582108,0.0,3,14,failed,6946
can only interact with header and footer while reconnecting,894.0939729582108,0.0,3,18,failed,6946
has title,0.0,0.0,0,0,pass,6946
